State FIPS Code,County FIPS Code,Postal Code,Name,Median Household Income,90% CI Lower Bound,90% CI Upper Bound
51,015,VA,Augusta County,"67,698","63,435","71,961"
51,017,VA,Bath County,"56,165","47,364","64,966"
51,019,VA,Bedford County,"70,004","63,572","76,436"
51,021,VA,Bland County,"56,637","49,216","64,058"
51,023,VA,Botetourt County,"70,803","60,467","81,139"
51,025,VA,Brunswick County,"45,556","38,665","52,447"
51,027,VA,Buchanan County,"35,891","31,821","39,961"
51,029,VA,Buckingham County,"49,339","42,496","56,182"
51,031,VA,Campbell County,"59,223","52,408","66,038"
51,033,VA,Caroline County,"67,663","58,484","76,842"
51,035,VA,Carroll County,"48,555","42,085","55,025"
51,036,VA,Charles City County,"61,850","52,611","71,089"
51,037,VA,Charlotte County,"45,084","38,064","52,104"
51,041,VA,Chesterfield County,"83,598","78,626","88,570"
51,043,VA,Clarke County,"88,407","75,717","101,097"
51,045,VA,Craig County,"57,314","48,299","66,329"
51,047,VA,Culpeper County,"80,151","73,942","86,360"
51,049,VA,Cumberland County,"51,035","43,017","59,053"
51,051,VA,Dickenson County,"38,394","32,820","43,968"
51,053,VA,Dinwiddie County,"63,567","55,685","71,449"
51,057,VA,Essex County,"56,134","47,532","64,736"
51,059,VA,Fairfax County,"132,509","128,819","136,199"
51,061,VA,Fauquier County,"106,977","99,070","114,884"
51,063,VA,Floyd County,"54,262","46,289","62,235"
51,065,VA,Fluvanna County,"79,598","69,677","89,519"
51,067,VA,Franklin County,"61,714","54,428","69,000"
51,069,VA,Frederick County,"83,033","76,390","89,676"
51,071,VA,Giles County,"55,983","49,581","62,385"
51,073,VA,Gloucester County,"73,893","64,729","83,057"
51,075,VA,Goochland County,"101,927","87,157","116,697"
51,077,VA,Grayson County,"45,896","39,831","51,961"
51,079,VA,Greene County,"70,046","60,277","79,815"
51,081,VA,Greensville County,"48,578","41,476","55,680"
51,083,VA,Halifax County,"43,386","37,143","49,629"
51,085,VA,Hanover County,"97,717","91,396","104,038"
51,087,VA,Henrico County,"80,105","76,224","83,986"
51,089,VA,Henry County,"41,706","37,451","45,961"
51,091,VA,Highland County,"52,898","47,952","57,844"
51,093,VA,Isle of Wight County,"75,481","66,234","84,728"
51,095,VA,James City County,"86,501","77,885","95,117"
51,097,VA,King and Queen County,"60,133","51,745","68,521"
51,099,VA,King George County,"90,786","81,292","100,280"
51,101,VA,King William County,"79,313","68,484","90,142"
51,103,VA,Lancaster County,"55,539","46,925","64,153"
51,105,VA,Lee County,"38,229","32,290","44,168"
51,107,VA,Loudoun County,"155,362","147,770","162,954"
51,109,VA,Louisa County,"69,907","63,361","76,453"
51,111,VA,Lunenburg County,"47,384","40,784","53,984"
51,113,VA,Madison County,"67,373","57,719","77,027"
51,115,VA,Mathews County,"68,946","59,808","78,084"
51,117,VA,Mecklenburg County,"49,542","44,827","54,257"
51,119,VA,Middlesex County,"60,752","52,786","68,718"
51,121,VA,Montgomery County,"62,418","57,511","67,325"
51,125,VA,Nelson County,"60,757","52,549","68,965"
51,127,VA,New Kent County,"107,658","106,051","109,265"
51,131,VA,Northampton County,"50,096","43,656","56,536"
51,133,VA,Northumberland County,"60,575","51,705","69,445"
51,135,VA,Nottoway County,"51,503","45,609","57,397"
51,137,VA,Orange County,"73,226","70,036","76,416"
51,139,VA,Page County,"52,107","45,599","58,615"
51,141,VA,Patrick County,"46,149","39,124","53,174"
51,143,VA,Pittsylvania County,"49,124","42,645","55,603"
51,145,VA,Powhatan County,"98,465","86,353","110,577"
51,147,VA,Prince Edward County,"47,968","42,414","53,522"
51,149,VA,Prince George County,"75,717","65,940","85,494"
51,153,VA,Prince William County,"111,117","106,637","115,597"
51,155,VA,Pulaski County,"50,530","46,068","54,992"
51,157,VA,Rappahannock County,"76,634","64,585","88,683"
51,159,VA,Richmond County,"55,870","47,973","63,767"
51,161,VA,Roanoke County,"71,613","69,262","73,964"
51,163,VA,Rockbridge County,"55,684","47,383","63,985"
51,165,VA,Rockingham County,"62,609","57,608","67,610"
51,167,VA,Russell County,"43,206","36,934","49,478"
51,169,VA,Scott County,"44,937","38,315","51,559"
51,171,VA,Shenandoah County,"54,294","47,993","60,595"
51,173,VA,Smyth County,"43,351","40,843","45,859"
51,175,VA,Southampton County,"60,441","52,725","68,157"
51,177,VA,Spotsylvania County,"94,299","85,373","103,225"
51,179,VA,Stafford County,"110,120","104,501","115,739"
51,181,VA,Surry County,"57,872","49,058","66,686"
51,183,VA,Sussex County,"48,040","41,278","54,802"
51,185,VA,Tazewell County,"45,214","39,653","50,775"
51,187,VA,Warren County,"63,797","55,441","72,153"
51,191,VA,Washington County,"53,785","48,056","59,514"
51,193,VA,Westmoreland County,"59,343","51,243","67,443"
51,195,VA,Wise County,"41,723","35,930","47,516"
51,197,VA,Wythe County,"54,399","48,907","59,891"
51,199,VA,York County,"91,711","85,047","98,375"
51,510,VA,Alexandria city,"99,763","94,290","105,236"
51,520,VA,Bristol city,"41,444","35,480","47,408"
51,530,VA,Buena Vista city,"48,837","41,260","56,414"
51,540,VA,Charlottesville city,"70,501","63,189","77,813"
51,550,VA,Chesapeake city,"80,402","74,928","85,876"
51,570,VA,Colonial Heights city,"67,339","59,508","75,170"
51,580,VA,Covington city,"40,683","34,210","47,156"
51,590,VA,Danville city,"36,560","31,606","41,514"
51,595,VA,Emporia city,"42,895","36,627","49,163"
51,600,VA,Fairfax city,"102,828","87,869","117,787"
51,610,VA,Falls Church city,"160,305","145,368","175,242"
51,620,VA,Franklin city,"47,223","42,417","52,029"
51,630,VA,Fredericksburg city,"72,437","66,430","78,444"
51,640,VA,Galax city,"40,271","33,832","46,710"
51,650,VA,Hampton city,"53,719","50,031","57,407"
51,660,VA,Harrisonburg city,"52,159","46,694","57,624"
51,670,VA,Hopewell city,"41,792","36,806","46,778"
51,678,VA,Lexington city,"63,580","55,567","71,593"
51,680,VA,Lynchburg city,"56,089","51,163","61,015"
51,683,VA,Manassas city,"87,804","77,709","97,899"
51,685,VA,Manassas Park city,"82,255","71,725","92,785"
51,690,VA,Martinsville city,"35,715","30,390","41,040"
51,700,VA,Newport News city,"60,048","57,276","62,820"
51,710,VA,Norfolk city,"51,401","46,403","56,399"
51,720,VA,Norton city,"36,004","30,378","41,630"
51,730,VA,Petersburg city,"43,190","39,552","46,828"
51,735,VA,Poquoson city,"99,310","84,757","113,863"
51,740,VA,Portsmouth city,"52,070","46,615","57,525"
51,750,VA,Radford city,"42,938","35,970","49,906"
51,760,VA,Richmond city,"54,815","52,925","56,705"
51,770,VA,Roanoke city,"49,313","42,942","55,684"
51,775,VA,Salem city,"70,349","64,126","76,572"
51,790,VA,Staunton city,"51,230","44,895","57,565"
51,800,VA,Suffolk city,"72,264","65,458","79,070"
51,810,VA,Virginia Beach city,"73,961","67,938","79,984"
51,820,VA,Waynesboro city,"53,635","46,076","61,194"
51,830,VA,Williamsburg city,"60,655","51,944","69,366"
51,840,VA,Winchester city,"58,295","50,567","66,023"
53,000,WA,Washington,"80,319","79,334","81,304"
53,001,WA,Adams County,"56,421","50,858","61,984"
53,003,WA,Asotin County,"53,377","45,834","60,920"
53,005,WA,Benton County,"75,882","71,898","79,866"
53,007,WA,Chelan County,"61,546","54,947","68,145"
53,009,WA,Clallam County,"54,712","52,456","56,968"
53,011,WA,Clark County,"76,929","72,745","81,113"
53,013,WA,Columbia County,"58,220","50,049","66,391"
53,015,WA,Cowlitz County,"64,357","60,681","68,033"
53,017,WA,Douglas County,"64,768","56,668","72,868"
53,019,WA,Ferry County,"47,722","40,270","55,174"
53,021,WA,Franklin County,"73,656","66,942","80,370"
53,023,WA,Garfield County,"56,804","47,924","65,684"
53,025,WA,Grant County,"54,753","48,549","60,957"
53,027,WA,Grays Harbor County,"54,034","49,304","58,764"
53,029,WA,Island County,"76,965","71,197","82,733"
53,031,WA,Jefferson County,"66,386","58,025","74,747"
53,033,WA,King County,"102,620","100,487","104,753"
53,035,WA,Kitsap County,"76,814","72,285","81,343"
53,037,WA,Kittitas County,"64,727","57,226","72,228"
53,039,WA,Klickitat County,"57,476","49,158","65,794"
53,041,WA,Lewis County,"54,578","49,685","59,471"
53,043,WA,Lincoln County,"61,332","53,553","69,111"
53,045,WA,Mason County,"63,785","58,271","69,299"
53,047,WA,Okanogan County,"48,979","42,323","55,635"
53,049,WA,Pacific County,"53,319","46,588","60,050"
53,051,WA,Pend Oreille County,"57,212","49,671","64,753"
53,053,WA,Pierce County,"80,236","78,892","81,580"
53,055,WA,San Juan County,"74,533","67,738","81,328"
53,057,WA,Skagit County,"78,798","73,133","84,463"
53,059,WA,Skamania County,"68,501","58,245","78,757"
53,061,WA,Snohomish County,"93,589","89,949","97,229"
53,063,WA,Spokane County,"60,827","58,045","63,609"
53,065,WA,Stevens County,"50,958","44,912","57,004"
53,067,WA,Thurston County,"79,769","74,045","85,493"
53,069,WA,Wahkiakum County,"62,099","52,396","71,802"
53,071,WA,Walla Walla County,"61,281","55,237","67,325"
53,073,WA,Whatcom County,"70,463","65,122","75,804"
53,075,WA,Whitman County,"52,066","44,683","59,449"
53,077,WA,Yakima County,"56,353","53,564","59,142"
54,000,WV,West Virginia,"49,202","48,077","50,327"
54,001,WV,Barbour County,"43,773","37,377","50,169"
54,003,WV,Berkeley County,"67,163","61,950","72,376"
54,005,WV,Boone County,"49,076","44,711","53,441"
54,007,WV,Braxton County,"47,959","42,618","53,300"
54,009,WV,Brooke County,"50,381","42,857","57,905"
54,011,WV,Cabell County,"44,161","39,251","49,071"
54,013,WV,Calhoun County,"41,726","36,310","47,142"
54,015,WV,Clay County,"36,537","30,874","42,200"
54,017,WV,Doddridge County,"50,445","42,743","58,147"
54,019,WV,Fayette County,"41,964","38,025","45,903"
54,021,WV,Gilmer County,"41,579","35,402","47,756"
54,023,WV,Grant County,"45,624","39,116","52,132"
54,025,WV,Greenbrier County,"40,016","35,757","44,275"
54,027,WV,Hampshire County,"53,333","45,860","60,806"
54,029,WV,Hancock County,"52,305","44,926","59,684"
54,031,WV,Hardy County,"47,469","40,350","54,588"
54,033,WV,Harrison County,"52,075","45,480","58,670"
54,035,WV,Jackson County,"52,123","44,559","59,687"
54,037,WV,Jefferson County,"85,779","79,134","92,424"
54,039,WV,Kanawha County,"47,830","44,767","50,893"
54,041,WV,Lewis County,"53,471","47,898","59,044"
54,043,WV,Lincoln County,"40,741","34,557","46,925"
54,045,WV,Logan County,"38,571","32,848","44,294"
54,047,WV,McDowell County,"26,582","23,169","29,995"
54,049,WV,Marion County,"58,878","54,301","63,455"
54,051,WV,Marshall County,"54,028","47,503","60,553"
54,053,WV,Mason County,"44,307","38,421","50,193"
54,055,WV,Mercer County,"42,095","37,817","46,373"
54,057,WV,Mineral County,"50,300","43,410","57,190"
54,059,WV,Mingo County,"32,955","28,688","37,222"
54,061,WV,Monongalia County,"55,836","50,194","61,478"
54,063,WV,Monroe County,"46,879","41,220","52,538"
54,065,WV,Morgan County,"57,432","51,353","63,511"
54,067,WV,Nicholas County,"42,725","36,994","48,456"
54,069,WV,Ohio County,"41,312","36,370","46,254"
54,071,WV,Pendleton County,"47,167","40,207","54,127"
54,073,WV,Pleasants County,"55,313","49,162","61,464"
54,075,WV,Pocahontas County,"41,173","34,808","47,538"
54,077,WV,Preston County,"51,757","47,192","56,322"
54,079,WV,Putnam County,"69,175","60,834","77,516"
54,081,WV,Raleigh County,"44,526","38,076","50,976"
54,083,WV,Randolph County,"48,306","43,293","53,319"
54,085,WV,Ritchie County,"45,066","39,672","50,460"
54,087,WV,Roane County,"42,379","36,581","48,177"
54,089,WV,Summers County,"38,692","32,861","44,523"
54,091,WV,Taylor County,"53,587","48,935","58,239"
54,093,WV,Tucker County,"44,461","40,827","48,095"
54,095,WV,Tyler County,"46,693","40,635","52,751"
54,097,WV,Upshur County,"46,171","39,223","53,119"
54,099,WV,Wayne County,"45,507","39,120","51,894"
54,101,WV,Webster County,"34,396","29,044","39,748"
54,103,WV,Wetzel County,"47,322","40,593","54,051"
54,105,WV,Wirt County,"49,504","42,225","56,783"
54,107,WV,Wood County,"47,019","42,784","51,254"
54,109,WV,Wyoming County,"39,143","33,416","44,870"
55,000,WI,Wisconsin,"64,901","64,276","65,526"
55,001,WI,Adams County,"52,060","47,026","57,094"
55,003,WI,Ashland County,"52,115","47,686","56,544"
55,005,WI,Barron County,"54,963","48,843","61,083"
55,007,WI,Bayfield County,"58,218","52,674","63,762"
55,009,WI,Brown County,"64,905","62,567","67,243"
55,011,WI,Buffalo County,"56,643","50,092","63,194"
55,013,WI,Burnett County,"57,888","52,240","63,536"
55,015,WI,Calumet County,"79,046","75,706","82,386"
55,017,WI,Chippewa County,"62,841","56,804","68,878"
55,019,WI,Clark County,"55,808","51,600","60,016"
55,021,WI,Columbia County,"74,776","69,628","79,924"
55,023,WI,Crawford County,"53,309","46,206","60,412"
55,025,WI,Dane County,"74,829","70,947","78,711"
55,027,WI,Dodge County,"65,540","59,038","72,042"
55,029,WI,Door County,"61,319","57,102","65,536"
55,031,WI,Douglas County,"60,898","56,989","64,807"
55,033,WI,Dunn County,"61,880","55,876","67,884"
55,035,WI,Eau Claire County,"67,409","61,526","73,292"
55,037,WI,Florence County,"50,420","42,637","58,203"
55,039,WI,Fond du Lac County,"69,280","62,188","76,372"
55,041,WI,Forest County,"54,555","51,194","57,916"
55,043,WI,Grant County,"55,779","51,758","59,800"
55,045,WI,Green County,"75,666","70,472","80,860"
55,047,WI,Green Lake County,"61,406","54,087","68,725"
55,049,WI,Iowa County,"75,075","71,466","78,684"
55,051,WI,Iron County,"48,614","43,467","53,761"
55,053,WI,Jackson County,"57,164","51,907","62,421"
55,055,WI,Jefferson County,"71,772","64,150","79,394"
55,057,WI,Juneau County,"56,025","50,530","61,520"
55,059,WI,Kenosha County,"70,368","64,888","75,848"
55,061,WI,Kewaunee County,"69,077","62,943","75,211"
55,063,WI,La Crosse County,"63,298","59,002","67,594"
55,065,WI,Lafayette County,"65,235","58,966","71,504"
55,067,WI,Langlade County,"55,259","48,697","61,821"
55,069,WI,Lincoln County,"61,066","53,646","68,486"
55,071,WI,Manitowoc County,"62,734","57,495","67,973"
55,073,WI,Marathon County,"67,074","60,809","73,339"
55,075,WI,Marinette County,"56,236","50,952","61,520"
55,077,WI,Marquette County,"52,450","47,718","57,182"
55,078,WI,Menominee County,"41,365","34,993","47,737"
55,079,WI,Milwaukee County,"52,281","49,536","55,026"
55,081,WI,Monroe County,"63,671","55,913","71,429"
55,083,WI,Oconto County,"65,981","60,432","71,530"
55,085,WI,Oneida County,"59,631","53,565","65,697"
55,087,WI,Outagamie County,"70,727","67,114","74,340"
55,089,WI,Ozaukee County,"83,274","74,216","92,332"
55,091,WI,Pepin County,"65,068","57,650","72,486"
55,093,WI,Pierce County,"80,523","72,583","88,463"
55,095,WI,Polk County,"65,258","60,028","70,488"
55,097,WI,Portage County,"67,228","63,161","71,295"
55,099,WI,Price County,"47,172","42,098","52,246"
55,101,WI,Racine County,"66,562","62,653","70,471"
55,103,WI,Richland County,"53,970","46,898","61,042"
55,105,WI,Rock County,"66,138","62,238","70,038"
55,107,WI,Rusk County,"50,922","47,430","54,414"
55,109,WI,St. Croix County,"82,797","72,717","92,877"
55,111,WI,Sauk County,"65,746","61,996","69,496"
55,113,WI,Sawyer County,"50,319","43,277","57,361"
55,115,WI,Shawano County,"58,088","53,588","62,588"
55,117,WI,Sheboygan County,"64,104","59,611","68,597"
55,119,WI,Taylor County,"55,370","49,219","61,521"
55,121,WI,Trempealeau County,"59,749","54,302","65,196"
55,123,WI,Vernon County,"56,561","52,273","60,849"
55,125,WI,Vilas County,"54,619","50,196","59,042"
55,127,WI,Walworth County,"67,656","63,324","71,988"
55,129,WI,Washburn County,"54,132","48,028","60,236"
55,131,WI,Washington County,"81,659","76,982","86,336"
55,133,WI,Waukesha County,"92,359","87,756","96,962"
55,135,WI,Waupaca County,"67,078","63,103","71,053"
55,137,WI,Waushara County,"58,929","55,200","62,658"
55,139,WI,Winnebago County,"64,653","59,407","69,899"
55,141,WI,Wood County,"54,154","51,351","56,957"
56,000,WY,Wyoming,"67,284","65,198","69,370"
56,001,WY,Albany County,"59,179","51,818","66,540"
56,003,WY,Big Horn County,"54,684","47,091","62,277"
56,005,WY,Campbell County,"85,022","75,605","94,439"
56,007,WY,Carbon County,"66,589","58,462","74,716"
56,009,WY,Converse County,"79,304","69,537","89,071"
56,011,WY,Crook County,"67,443","57,389","77,497"
56,013,WY,Fremont County,"52,010","47,248","56,772"
56,015,WY,Goshen County,"51,398","44,822","57,974"
56,017,WY,Hot Springs County,"48,864","41,558","56,170"
56,019,WY,Johnson County,"62,671","52,965","72,377"
56,021,WY,Laramie County,"69,450","64,952","73,948"
56,023,WY,Lincoln County,"73,062","64,932","81,192"
56,025,WY,Natrona County,"65,901","57,287","74,515"
56,027,WY,Niobrara County,"52,837","44,635","61,039"
56,029,WY,Park County,"63,093","54,502","71,684"
56,031,WY,Platte County,"60,178","51,701","68,655"
56,033,WY,Sheridan County,"59,947","52,263","67,631"
56,035,WY,Sublette County,"82,442","71,698","93,186"
56,037,WY,Sweetwater County,"70,583","61,835","79,331"
56,039,WY,Teton County,"92,488","82,976","102,000"
56,041,WY,Uinta County,"71,246","61,861","80,631"
56,043,WY,Washakie County,"58,532","50,245","66,819"
56,045,WY,Weston County,"58,901","50,079","67,723"
